name,site_type,link,unique_id,gallery_url,picture_url
Medieval City of Rhodes,cultural,https://whc.unesco.org/en/list/493,493,https://whc.unesco.org/en/list/493/gallery,https://whc.unesco.org/uploads/thumbs/site_0493_0003-1200-630-20131014172801.jpg
Meteora,mixed,https://whc.unesco.org/en/list/455,455,https://whc.unesco.org/en/list/455/gallery,https://whc.unesco.org/uploads/thumbs/site_0455_0001-1200-630-20180219160332.jpg
Mount Athos,mixed,https://whc.unesco.org/en/list/454,454,https://whc.unesco.org/en/list/454/gallery,https://whc.unesco.org/uploads/thumbs/site_0454_0001-1200-630-20151105102945.jpg
Paleochristian and Byzantine Monuments of Thessalonika,cultural,https://whc.unesco.org/en/list/456,456,https://whc.unesco.org/en/list/456/gallery,https://whc.unesco.org/uploads/thumbs/site_0456_0001-1200-630-20090924102844.jpg
Sanctuary of Asklepios at Epidaurus,cultural,https://whc.unesco.org/en/list/491,491,https://whc.unesco.org/en/list/491/gallery,https://whc.unesco.org/uploads/thumbs/site_0491_0011-1200-630-20151105103027.jpg
Archaeological Site of Mystras,cultural,https://whc.unesco.org/en/list/511,511,https://whc.unesco.org/en/list/511/gallery,https://whc.unesco.org/uploads/thumbs/site_0511_0001-1200-630-20151105102454.jpg
Archaeological Site of Olympia,cultural,https://whc.unesco.org/en/list/517,517,https://whc.unesco.org/en/list/517/gallery,https://whc.unesco.org/uploads/thumbs/site_0517_0001-1200-630-20151105102717.jpg
Delos,cultural,https://whc.unesco.org/en/list/530,530,https://whc.unesco.org/en/list/530/gallery,https://whc.unesco.org/uploads/thumbs/site_0530_0001-1200-630-20090923171834.jpg
"Monasteries of Daphni, Hosios Loukas and Nea Moni of Chios",cultural,https://whc.unesco.org/en/list/537,537,https://whc.unesco.org/en/list/537/gallery,https://whc.unesco.org/uploads/thumbs/site_0537_0001-1200-630-20151105102905.jpg
Pythagoreion and Heraion of Samos,cultural,https://whc.unesco.org/en/list/595,595,https://whc.unesco.org/en/list/595/gallery,https://whc.unesco.org/uploads/thumbs/site_0595_0001-1200-630-20090918155534.jpg
Archaeological Site of Aigai (modern name Vergina),cultural,https://whc.unesco.org/en/list/780,780,https://whc.unesco.org/en/list/780/gallery,https://whc.unesco.org/uploads/thumbs/site_0780_0001-1200-630-20090918170212.jpg
Archaeological Sites of Mycenae and Tiryns,cultural,https://whc.unesco.org/en/list/941,941,https://whc.unesco.org/en/list/941/gallery,https://whc.unesco.org/uploads/thumbs/site_0941_0001-1200-630-20151105102520.jpg
The Historic Centre (Chorá) with the Monastery of Saint-John the Theologian and the Cave of the Apocalypse on the Island of Pátmos,cultural,https://whc.unesco.org/en/list/942,942,https://whc.unesco.org/en/list/942/gallery,https://whc.unesco.org/uploads/thumbs/site_0942_0001-1200-630-20090923171713.jpg
Old Town of Corfu,cultural,https://whc.unesco.org/en/list/978,978,https://whc.unesco.org/en/list/978/gallery,https://whc.unesco.org/uploads/thumbs/site_0978_0001-1200-630-20110920203443.jpg
Archaeological Site of Philippi,cultural,https://whc.unesco.org/en/list/1517,1517,https://whc.unesco.org/en/list/1517/gallery,https://whc.unesco.org/uploads/thumbs/site_1517_0001-1200-630-20160616154022.jpg
Zagori Cultural Landscape,cultural,https://whc.unesco.org/en/list/1695,1695,https://whc.unesco.org/en/list/1695/gallery,https://whc.unesco.org/uploads/thumbs/site_1695_0003-1200-630-20230712140602.jpg
Minoan Palatial Centres,cultural,https://whc.unesco.org/en/list/1733,1733,https://whc.unesco.org/en/list/1733/gallery,https://whc.unesco.org/uploads/thumbs/site_1733_0001-1200-630-20250617145254.jpg
Antigua Guatemala,cultural,https://whc.unesco.org/en/list/65,65,https://whc.unesco.org/en/list/65/gallery,https://whc.unesco.org/uploads/thumbs/site_0065_0020-1200-630-20151105103304.jpg
Tikal National Park,mixed,https://whc.unesco.org/en/list/64,64,https://whc.unesco.org/en/list/64/gallery,https://whc.unesco.org/uploads/thumbs/site_0064_0008-1200-630-20160216170534.jpg
Archaeological Park and Ruins of Quirigua,cultural,https://whc.unesco.org/en/list/149,149,https://whc.unesco.org/en/list/149/gallery,https://whc.unesco.org/uploads/thumbs/site_0149_0007-1200-630-20140710155034.jpg
National Archaeological Park Tak’alik Ab’aj,cultural,https://whc.unesco.org/en/list/1663,1663,https://whc.unesco.org/en/list/1663/gallery,https://whc.unesco.org/uploads/thumbs/site_1663_0019-1200-630-20220502120628.jpg
Mount Nimba Strict Nature Reserve,natural_danger,https://whc.unesco.org/en/list/155,155,https://whc.unesco.org/en/list/155/gallery,https://whc.unesco.org/uploads/thumbs/site_0155_0008-1200-630-20200908110250.jpg
Coastal and Marine Ecosystems of the Bijagós Archipelago – Omatí Minhô,natural,https://whc.unesco.org/en/list/1431,1431,https://whc.unesco.org/en/list/1431/gallery,https://whc.unesco.org/uploads/thumbs/site_1431_0009-1200-630-20250616152429.jpg
"National History Park – Citadel, Sans Souci, Ramiers",cultural,https://whc.unesco.org/en/list/180,180,https://whc.unesco.org/en/list/180/gallery,https://whc.unesco.org/uploads/thumbs/site_0180_0001-1200-630-20090918161840.jpg
"Historic Centre of Rome, the Properties of the Holy See in that City Enjoying Extraterritorial Rights and San Paolo Fuori le Mura",cultural,https://whc.unesco.org/en/list/91,91,https://whc.unesco.org/en/list/91/gallery,https://whc.unesco.org/uploads/thumbs/site_0091_0061-1200-630-20140709164150.jpg
Vatican City,cultural,https://whc.unesco.org/en/list/286,286,https://whc.unesco.org/en/list/286/gallery,https://whc.unesco.org/uploads/thumbs/site_0286_0004-1200-630-20151105103507.jpg
Maya Site of Copan,cultural,https://whc.unesco.org/en/list/129,129,https://whc.unesco.org/en/list/129/gallery,https://whc.unesco.org/uploads/thumbs/site_0129_0001-1200-630-20090918162409.jpg
Río Plátano Biosphere Reserve,natural_danger,https://whc.unesco.org/en/list/196,196,https://whc.unesco.org/en/list/196/gallery,https://whc.unesco.org/uploads/thumbs/site_0196_0001-1200-630-20151105103349.jpg
"Budapest, including the Banks of the Danube, the Buda Castle Quarter and Andrássy Avenue",cultural,https://whc.unesco.org/en/list/400,400,https://whc.unesco.org/en/list/400/gallery,https://whc.unesco.org/uploads/thumbs/site_0400_0080-1200-630-20251006101106.jpg
Old Village of Hollókő and its Surroundings,cultural,https://whc.unesco.org/en/list/401,401,https://whc.unesco.org/en/list/401/gallery,https://whc.unesco.org/uploads/thumbs/site_0401_0003-1200-630-20140623150554.jpg
Caves of Aggtelek Karst and Slovak Karst,natural,https://whc.unesco.org/en/list/725,725,https://whc.unesco.org/en/list/725/gallery,https://whc.unesco.org/uploads/thumbs/site_0725_0046-1200-630-20241028164428.jpg
Millenary Benedictine Abbey of Pannonhalma and its Natural Environment,cultural,https://whc.unesco.org/en/list/758,758,https://whc.unesco.org/en/list/758/gallery,https://whc.unesco.org/uploads/thumbs/site_0758_0012-1200-630-20241029114334.jpg
Hortobágy National Park - thePuszta,cultural,https://whc.unesco.org/en/list/474,474,https://whc.unesco.org/en/list/474/gallery,https://whc.unesco.org/uploads/thumbs/site_0474_0019-1200-630-20241029104646.jpg
Early Christian Necropolis of Pécs (Sopianae),cultural,https://whc.unesco.org/en/list/853,853,https://whc.unesco.org/en/list/853/gallery,https://whc.unesco.org/uploads/thumbs/site_0853_0004-1200-630-20241029110605.jpg
Fertö / Neusiedlersee Cultural Landscape,cultural,https://whc.unesco.org/en/list/772,772,https://whc.unesco.org/en/list/772/gallery,https://whc.unesco.org/uploads/thumbs/site_0772_0016-1200-630-20241028180336.jpg
Tokaj Wine Region Historic Cultural Landscape,cultural,https://whc.unesco.org/en/list/1063,1063,https://whc.unesco.org/en/list/1063/gallery,https://whc.unesco.org/uploads/thumbs/site_1063_0018-1200-630-20251104175307.jpg
Þingvellir National Park,cultural,https://whc.unesco.org/en/list/1152,1152,https://whc.unesco.org/en/list/1152/gallery,https://whc.unesco.org/uploads/thumbs/site_1152_0001-1200-630-20151105103412.jpg
Surtsey,natural,https://whc.unesco.org/en/list/1267,1267,https://whc.unesco.org/en/list/1267/gallery,https://whc.unesco.org/uploads/thumbs/site_1267_0003-1200-630-20231020113951.jpg
Vatnajökull National Park - Dynamic Nature of Fire and Ice,natural,https://whc.unesco.org/en/list/1604,1604,https://whc.unesco.org/en/list/1604/gallery,https://whc.unesco.org/uploads/thumbs/site_1604_0007-1200-630-20230222172834.jpg
Agra Fort,cultural,https://whc.unesco.org/en/list/251,251,https://whc.unesco.org/en/list/251/gallery,https://whc.unesco.org/uploads/thumbs/site_0251_0010-1200-630-20240807180746.jpg
Ajanta Caves,cultural,https://whc.unesco.org/en/list/242,242,https://whc.unesco.org/en/list/242/gallery,https://whc.unesco.org/uploads/thumbs/site_0242_0001-1200-630-20151105103730.jpg
Ellora Caves,cultural,https://whc.unesco.org/en/list/243,243,https://whc.unesco.org/en/list/243/gallery,https://whc.unesco.org/uploads/thumbs/site_0243_0001-1200-630-20151104152442.jpg
Taj Mahal,cultural,https://whc.unesco.org/en/list/252,252,https://whc.unesco.org/en/list/252/gallery,https://whc.unesco.org/uploads/thumbs/site_0252_0008-1200-630-20250108121530.jpg
Group of Monuments at Mahabalipuram,cultural,https://whc.unesco.org/en/list/249,249,https://whc.unesco.org/en/list/249/gallery,https://whc.unesco.org/uploads/thumbs/site_0249_0001-1200-630-20090918173439.jpg
"Sun Temple, Konârak",cultural,https://whc.unesco.org/en/list/246,246,https://whc.unesco.org/en/list/246/gallery,https://whc.unesco.org/uploads/thumbs/site_0246_0003-1200-630-20140224103928.jpg
Kaziranga National Park,natural,https://whc.unesco.org/en/list/337,337,https://whc.unesco.org/en/list/337/gallery,https://whc.unesco.org/uploads/thumbs/site_0337_0001-1200-630-20110920201258.jpg
Keoladeo National Park,natural,https://whc.unesco.org/en/list/340,340,https://whc.unesco.org/en/list/340/gallery,https://whc.unesco.org/uploads/thumbs/site_0340_0001-1200-630-20110923001811.jpg
Manas Wildlife Sanctuary,natural,https://whc.unesco.org/en/list/338,338,https://whc.unesco.org/en/list/338/gallery,https://whc.unesco.org/uploads/thumbs/site_0338_0001-1200-630-20151104152958.jpg
Churches and Convents of Goa,cultural,https://whc.unesco.org/en/list/234,234,https://whc.unesco.org/en/list/234/gallery,https://whc.unesco.org/uploads/thumbs/site_0234_0001-1200-630-20151104152411.jpg
Fatehpur Sikri,cultural,https://whc.unesco.org/en/list/255,255,https://whc.unesco.org/en/list/255/gallery,https://whc.unesco.org/uploads/thumbs/site_0255_0001-1200-630-20110920200713.jpg
Group of Monuments at Hampi,cultural,https://whc.unesco.org/en/list/241,241,https://whc.unesco.org/en/list/241/gallery,https://whc.unesco.org/uploads/thumbs/site_0241_0001-1200-630-20151104152714.jpg
Khajuraho Group of Monuments,cultural,https://whc.unesco.org/en/list/240,240,https://whc.unesco.org/en/list/240/gallery,https://whc.unesco.org/uploads/thumbs/site_0240_0001-1200-630-20130801164256.jpg
Elephanta Caves,cultural,https://whc.unesco.org/en/list/244,244,https://whc.unesco.org/en/list/244/gallery,https://whc.unesco.org/uploads/thumbs/site_0244_0004-1200-630-20100705114254.jpg
Great Living Chola Temples,cultural,https://whc.unesco.org/en/list/250,250,https://whc.unesco.org/en/list/250/gallery,https://whc.unesco.org/uploads/thumbs/site_0250_0001-1200-630-20151104152623.jpg
Group of Monuments at Pattadakal,cultural,https://whc.unesco.org/en/list/239,239,https://whc.unesco.org/en/list/239/gallery,https://whc.unesco.org/uploads/thumbs/site_0239_0001-1200-630-20090918174041.jpg
Sundarbans National Park,natural,https://whc.unesco.org/en/list/452,452,https://whc.unesco.org/en/list/452/gallery,
Nanda Devi and Valley of Flowers National Parks,natural,https://whc.unesco.org/en/list/335,335,https://whc.unesco.org/en/list/335/gallery,
Buddhist Monuments at Sanchi,cultural,https://whc.unesco.org/en/list/524,524,https://whc.unesco.org/en/list/524/gallery,https://whc.unesco.org/uploads/thumbs/site_0524_0001-1200-630-20090918192408.jpg
"Humayun's Tomb, Delhi",cultural,https://whc.unesco.org/en/list/232,232,https://whc.unesco.org/en/list/232/gallery,https://whc.unesco.org/uploads/thumbs/site_0232_0005-1200-630-20210425155601.jpg
"Qutb Minar and its Monuments, Delhi",cultural,https://whc.unesco.org/en/list/233,233,https://whc.unesco.org/en/list/233/gallery,https://whc.unesco.org/uploads/thumbs/site_0233_0001-1200-630-20151104153142.jpg
Mountain Railways of India,cultural,https://whc.unesco.org/en/list/944,944,https://whc.unesco.org/en/list/944/gallery,https://whc.unesco.org/uploads/thumbs/site_0944_0014-1200-630-20151104153059.jpg
Mahabodhi Temple Complex at Bodh Gaya,cultural,https://whc.unesco.org/en/list/1056,1056,https://whc.unesco.org/en/list/1056/gallery,https://whc.unesco.org/uploads/thumbs/site_1056_0001-1200-630-20120601152647.jpg
Rock Shelters of Bhimbetka,cultural,https://whc.unesco.org/en/list/925,925,https://whc.unesco.org/en/list/925/gallery,https://whc.unesco.org/uploads/thumbs/site_0925_0001-1200-630-20090918194407.jpg
Champaner-Pavagadh Archaeological Park,cultural,https://whc.unesco.org/en/list/1101,1101,https://whc.unesco.org/en/list/1101/gallery,https://whc.unesco.org/uploads/thumbs/site_1101_0001-1200-630-20151105103807.jpg
Chhatrapati Shivaji Terminus (formerly Victoria Terminus),cultural,https://whc.unesco.org/en/list/945,945,https://whc.unesco.org/en/list/945/gallery,https://whc.unesco.org/uploads/thumbs/site_0945_0001-1200-630-20080618172113.jpg
Red Fort Complex,cultural,https://whc.unesco.org/en/list/231,231,https://whc.unesco.org/en/list/231/gallery,https://whc.unesco.org/uploads/thumbs/site_0231_0001-1200-630-20110920200330.jpg
"The Jantar Mantar, Jaipur",cultural,https://whc.unesco.org/en/list/1338,1338,https://whc.unesco.org/en/list/1338/gallery,https://whc.unesco.org/uploads/thumbs/site_1338_0001-1200-630-20100729154745.jpg
Western Ghats,natural,https://whc.unesco.org/en/list/1342,1342,https://whc.unesco.org/en/list/1342/gallery,https://whc.unesco.org/uploads/thumbs/site_1342_0005-1200-630-20131017190939.jpg
Hill Forts of Rajasthan,cultural,https://whc.unesco.org/en/list/247,247,https://whc.unesco.org/en/list/247/gallery,https://whc.unesco.org/uploads/thumbs/site_0247_0007-1200-630-20221003103314.jpg
Great Himalayan National Park Conservation Area,natural,https://whc.unesco.org/en/list/1406,1406,https://whc.unesco.org/en/list/1406/gallery,https://whc.unesco.org/uploads/thumbs/site_1406_0008-1200-630-20231018172652.jpg
"Rani-ki-Vav (the Queen’s Stepwell) at Patan, Gujarat",cultural,https://whc.unesco.org/en/list/922,922,https://whc.unesco.org/en/list/922/gallery,https://whc.unesco.org/uploads/thumbs/site_0922_0004-1200-630-20230214171746.jpg
"Archaeological Site of Nalanda Mahavihara at Nalanda, Bihar",cultural,https://whc.unesco.org/en/list/1502,1502,https://whc.unesco.org/en/list/1502/gallery,https://whc.unesco.org/uploads/thumbs/site_1502_0010-1200-630-20160616154106.jpg
Khangchendzonga National Park,mixed,https://whc.unesco.org/en/list/1513,1513,https://whc.unesco.org/en/list/1513/gallery,https://whc.unesco.org/uploads/thumbs/site_1513_0001-1200-630-20160616155229.jpg
"The Architectural Work of Le Corbusier, an Outstanding Contribution to the Modern Movement",cultural,https://whc.unesco.org/en/list/1321,1321,https://whc.unesco.org/en/list/1321/gallery,https://whc.unesco.org/uploads/thumbs/site_1321_0036-1200-630-20221003172203.jpg
Historic City of Ahmadabad,cultural,https://whc.unesco.org/en/list/1551,1551,https://whc.unesco.org/en/list/1551/gallery,https://whc.unesco.org/uploads/thumbs/site_1551_0004-1200-630-20230214172300.jpg
Victorian Gothic and Art Deco Ensembles of Mumbai,cultural,https://whc.unesco.org/en/list/1480,1480,https://whc.unesco.org/en/list/1480/gallery,https://whc.unesco.org/uploads/thumbs/site_1480_0015-1200-630-20231018162844.jpg
"Jaipur City, Rajasthan",cultural,https://whc.unesco.org/en/list/1605,1605,https://whc.unesco.org/en/list/1605/gallery,https://whc.unesco.org/uploads/thumbs/site_1605_0013-1200-630-20221005171943.jpg
Dholavira: a Harappan City,cultural,https://whc.unesco.org/en/list/1645,1645,https://whc.unesco.org/en/list/1645/gallery,https://whc.unesco.org/uploads/thumbs/site_1645_0008-1200-630-20230214173649.jpg
"Kakatiya Rudreshwara (Ramappa) Temple, Telangana",cultural,https://whc.unesco.org/en/list/1570,1570,https://whc.unesco.org/en/list/1570/gallery,https://whc.unesco.org/uploads/thumbs/site_1570_0004-1200-630-20210604102540.jpg
Sacred Ensembles of the Hoysalas,cultural,https://whc.unesco.org/en/list/1670,1670,https://whc.unesco.org/en/list/1670/gallery,https://whc.unesco.org/uploads/thumbs/site_1670_0003-1200-630-20220504115040.jpg
Santiniketan,cultural,https://whc.unesco.org/en/list/1375,1375,https://whc.unesco.org/en/list/1375/gallery,https://whc.unesco.org/uploads/thumbs/site_1375_0001-1200-630-20250507162324.jpg
Moidams – the Mound-Burial System of the Ahom Dynasty,cultural,https://whc.unesco.org/en/list/1711,1711,https://whc.unesco.org/en/list/1711/gallery,https://whc.unesco.org/uploads/thumbs/site_1711_0018-1200-630-20240531144908.jpg
Maratha Military Landscapes of India,cultural,https://whc.unesco.org/en/list/1739,1739,https://whc.unesco.org/en/list/1739/gallery,https://whc.unesco.org/uploads/thumbs/site_1739_0007-1200-630-20250620165614.jpg
Borobudur Temple Compounds,cultural,https://whc.unesco.org/en/list/592,592,https://whc.unesco.org/en/list/592/gallery,https://whc.unesco.org/uploads/thumbs/site_0592_0004-1200-630-20121115151308.jpg
