name,link,site_type
Historic Town of Banská Štiavnica and the Technical Monuments in its Vicinity,https://whc.unesco.org/en/list/618,cultural
"Levoča, Spišský Hrad and the Associated Cultural Monuments",https://whc.unesco.org/en/list/620,cultural
Vlkolínec,https://whc.unesco.org/en/list/622,cultural
Caves of Aggtelek Karst and Slovak Karst,https://whc.unesco.org/en/list/725,natural
Bardejov Town Conservation Reserve,https://whc.unesco.org/en/list/973,cultural
Ancient and Primeval Beech Forests of the Carpathians and Other Regions of Europe,https://whc.unesco.org/en/list/1133,natural
Wooden Churches of the Slovak part of the Carpathian Mountain Area,https://whc.unesco.org/en/list/1273,cultural
Frontiers of the Roman Empire – The Danube Limes (Western Segment),https://whc.unesco.org/en/list/1608,cultural
Škocjan Caves,https://whc.unesco.org/en/list/390,natural
Ancient and Primeval Beech Forests of the Carpathians and Other Regions of Europe,https://whc.unesco.org/en/list/1133,natural
Prehistoric Pile Dwellings around the Alps,https://whc.unesco.org/en/list/1363,cultural
Heritage of Mercury. Almadén and Idrija,https://whc.unesco.org/en/list/1313,cultural
The works of Jože Plečnik in Ljubljana – Human Centred Urban Design,https://whc.unesco.org/en/list/1643,cultural
East Rennell,https://whc.unesco.org/en/list/854,natural_danger
Fossil Hominid Sites of South Africa,https://whc.unesco.org/en/list/915,cultural
iSimangaliso Wetland Park – Maputo National Park,https://whc.unesco.org/en/list/914,natural
Robben Island,https://whc.unesco.org/en/list/916,cultural
Maloti-Drakensberg Park,https://whc.unesco.org/en/list/985,mixed
Mapungubwe Cultural Landscape,https://whc.unesco.org/en/list/1099,cultural
Cape Floral Region Protected Areas,https://whc.unesco.org/en/list/1007,natural
Vredefort Dome,https://whc.unesco.org/en/list/1162,natural
Richtersveld Cultural and Botanical Landscape,https://whc.unesco.org/en/list/1265,cultural
ǂKhomani Cultural Landscape,https://whc.unesco.org/en/list/1545,cultural
Barberton Makhonjwa Mountains,https://whc.unesco.org/en/list/1575,natural
"Human Rights, Liberation and Reconciliation: Nelson Mandela Legacy Sites",https://whc.unesco.org/en/list/1676,cultural
The Emergence of Modern Human Behaviour: The Pleistocene Occupation Sites of South Africa,https://whc.unesco.org/en/list/1723,cultural
"Alhambra, Generalife and Albayzín, Granada",https://whc.unesco.org/en/list/314,cultural
Burgos Cathedral,https://whc.unesco.org/en/list/316,cultural
Historic Centre of Cordoba,https://whc.unesco.org/en/list/313,cultural
"Monastery and Site of the Escurial, Madrid",https://whc.unesco.org/en/list/318,cultural
Works of Antoni Gaudí,https://whc.unesco.org/en/list/320,cultural
Cave of Altamira and Paleolithic Cave Art of Northern Spain,https://whc.unesco.org/en/list/310,cultural
Monuments of Oviedo and the Kingdom of the Asturias,https://whc.unesco.org/en/list/312,cultural
Old Town of Ávila with its Extra-Muros Churches,https://whc.unesco.org/en/list/348,cultural
Old Town of Segovia and its Aqueduct,https://whc.unesco.org/en/list/311,cultural
Santiago de Compostela (Old Town),https://whc.unesco.org/en/list/347,cultural
Garajonay National Park,https://whc.unesco.org/en/list/380,natural
Historic City of Toledo,https://whc.unesco.org/en/list/379,cultural
Mudejar Architecture of Aragon,https://whc.unesco.org/en/list/378,cultural
Old Town of Cáceres,https://whc.unesco.org/en/list/384,cultural
"Cathedral, Alcázar and Archivo de Indias in Seville",https://whc.unesco.org/en/list/383,cultural
Old City of Salamanca,https://whc.unesco.org/en/list/381,cultural
Poblet Monastery,https://whc.unesco.org/en/list/518,cultural
Archaeological Ensemble of Mérida,https://whc.unesco.org/en/list/664,cultural
Routes of Santiago de Compostela:Camino Francésand Routes of Northern Spain,https://whc.unesco.org/en/list/669,cultural
Royal Monastery of Santa María de Guadalupe,https://whc.unesco.org/en/list/665,cultural
Doñana National Park,https://whc.unesco.org/en/list/685,natural
Historic Walled Town of Cuenca,https://whc.unesco.org/en/list/781,cultural
La Lonja de la Seda de Valencia,https://whc.unesco.org/en/list/782,cultural
Las Médulas,https://whc.unesco.org/en/list/803,cultural
"Palau de la Música Catalana and Hospital de Sant Pau, Barcelona",https://whc.unesco.org/en/list/804,cultural
Pyrénées - Mont Perdu,https://whc.unesco.org/en/list/773,mixed
San Millán Yuso and Suso Monasteries,https://whc.unesco.org/en/list/805,cultural
Prehistoric Rock Art Sites in the Côa Valley and Siega Verde,https://whc.unesco.org/en/list/866,cultural
Rock Art of the Mediterranean Basin on the Iberian Peninsula,https://whc.unesco.org/en/list/874,cultural
University and Historic Precinct of Alcalá de Henares,https://whc.unesco.org/en/list/876,cultural
"Ibiza, Biodiversity and Culture",https://whc.unesco.org/en/list/417,mixed
San Cristóbal de La Laguna,https://whc.unesco.org/en/list/929,cultural
Archaeological Ensemble of Tarraco,https://whc.unesco.org/en/list/875,cultural
Archaeological Site of Atapuerca,https://whc.unesco.org/en/list/989,cultural
Catalan Romanesque Churches of the Vall de Boí,https://whc.unesco.org/en/list/988,cultural
Palmeral of Elche,https://whc.unesco.org/en/list/930,cultural
Roman Walls of Lugo,https://whc.unesco.org/en/list/987,cultural
Aranjuez Cultural Landscape,https://whc.unesco.org/en/list/1044,cultural
Renaissance Monumental Ensembles of Úbeda and Baeza,https://whc.unesco.org/en/list/522,cultural
Vizcaya Bridge,https://whc.unesco.org/en/list/1217,cultural
Ancient and Primeval Beech Forests of the Carpathians and Other Regions of Europe,https://whc.unesco.org/en/list/1133,natural
Teide National Park,https://whc.unesco.org/en/list/1258,natural
Tower of Hercules,https://whc.unesco.org/en/list/1312,cultural
Cultural Landscape of the Serra de Tramuntana,https://whc.unesco.org/en/list/1371,cultural
Heritage of Mercury. Almadén and Idrija,https://whc.unesco.org/en/list/1313,cultural
Antequera Dolmens Site,https://whc.unesco.org/en/list/1501,cultural
Caliphate City of Medina Azahara,https://whc.unesco.org/en/list/1560,cultural
Risco Caido and the Sacred Mountains of Gran Canaria Cultural Landscape,https://whc.unesco.org/en/list/1578,cultural
"Paseo del Prado and Buen Retiro, a landscape of Arts and Sciences",https://whc.unesco.org/en/list/1618,cultural
Talayotic Menorca,https://whc.unesco.org/en/list/1528,cultural
Ancient City of Polonnaruwa,https://whc.unesco.org/en/list/201,cultural
Ancient City of Sigiriya,https://whc.unesco.org/en/list/202,cultural
Sacred City of Anuradhapura,https://whc.unesco.org/en/list/200,cultural
Old Town of Galle and its Fortifications,https://whc.unesco.org/en/list/451,cultural
Sacred City of Kandy,https://whc.unesco.org/en/list/450,cultural
Sinharaja Forest Reserve,https://whc.unesco.org/en/list/405,natural
Rangiri Dambulla Cave Temple,https://whc.unesco.org/en/list/561,cultural
Central Highlands of Sri Lanka,https://whc.unesco.org/en/list/1203,natural
"Birthplace of Jesus: Church of the Nativity and the Pilgrimage Route, Bethlehem",https://whc.unesco.org/en/list/1433,cultural
"Palestine: Land of Olives and Vines – Cultural Landscape of Southern Jerusalem, Battir",https://whc.unesco.org/en/list/1492,cultural_danger
Hebron/Al-Khalil Old Town,https://whc.unesco.org/en/list/1565,cultural_danger
Ancient Jericho/Tell es-Sultan,https://whc.unesco.org/en/list/1687,cultural
Saint Hilarion Monastery/ Tell Umm Amer,https://whc.unesco.org/en/list/1749,cultural_danger
Gebel Barkal and the Sites of the Napatan Region,https://whc.unesco.org/en/list/1073,cultural
Archaeological Sites of the Island of Meroe,https://whc.unesco.org/en/list/1336,cultural
Sanganeb Marine National Park and Dungonab Bay – Mukkawar Island Marine National Park,https://whc.unesco.org/en/list/262,natural
Central Suriname Nature Reserve,https://whc.unesco.org/en/list/1017,natural
Historic Inner City of Paramaribo,https://whc.unesco.org/en/list/940,cultural
Jodensavanne Archaeological Site: Jodensavanne Settlement and Cassipora Creek Cemetery,https://whc.unesco.org/en/list/1680,cultural
Royal Domain of Drottningholm,https://whc.unesco.org/en/list/559,cultural
Birka and Hovgården,https://whc.unesco.org/en/list/555,cultural
Engelsberg Ironworks,https://whc.unesco.org/en/list/556,cultural
Rock Carvings in Tanum,https://whc.unesco.org/en/list/557,cultural
Skogskyrkogården,https://whc.unesco.org/en/list/558,cultural
Hanseatic Town of Visby,https://whc.unesco.org/en/list/731,cultural
"Church Town of Gammelstad, Luleå",https://whc.unesco.org/en/list/762,cultural
Laponian Area,https://whc.unesco.org/en/list/774,mixed
Naval Port of Karlskrona,https://whc.unesco.org/en/list/871,cultural
Agricultural Landscape of Southern Öland,https://whc.unesco.org/en/list/968,cultural
High Coast / Kvarken Archipelago,https://whc.unesco.org/en/list/898,natural
Mining Area of the Great Copper Mountain in Falun,https://whc.unesco.org/en/list/1027,cultural
"Grimeton Radio Station, Varberg",https://whc.unesco.org/en/list/1134,cultural
Struve Geodetic Arc,https://whc.unesco.org/en/list/1187,cultural
Decorated Farmhouses of Hälsingland,https://whc.unesco.org/en/list/1282,cultural
Abbey of St Gall,https://whc.unesco.org/en/list/268,cultural
Benedictine Convent of St John at Müstair,https://whc.unesco.org/en/list/269,cultural
Old City of Berne,https://whc.unesco.org/en/list/267,cultural
"Three Castles, Defensive Wall and Ramparts of the Market-Town of Bellinzona",https://whc.unesco.org/en/list/884,cultural
Swiss Alps Jungfrau-Aletsch,https://whc.unesco.org/en/list/1037,natural
Monte San Giorgio,https://whc.unesco.org/en/list/1090,natural
Ancient and Primeval Beech Forests of the Carpathians and Other Regions of Europe,https://whc.unesco.org/en/list/1133,natural
"Lavaux, Vineyard Terraces",https://whc.unesco.org/en/list/1243,cultural
Rhaetian Railway in the Albula / Bernina Landscapes,https://whc.unesco.org/en/list/1276,cultural
Swiss Tectonic Arena Sardona,https://whc.unesco.org/en/list/1179,natural
"La Chaux-de-Fonds / Le Locle, Watchmaking Town Planning",https://whc.unesco.org/en/list/1302,cultural
Prehistoric Pile Dwellings around the Alps,https://whc.unesco.org/en/list/1363,cultural
"The Architectural Work of Le Corbusier, an Outstanding Contribution to the Modern Movement",https://whc.unesco.org/en/list/1321,cultural
Ancient City of Damascus,https://whc.unesco.org/en/list/20,cultural_danger
Ancient City of Bosra,https://whc.unesco.org/en/list/22,cultural_danger
Site of Palmyra,https://whc.unesco.org/en/list/23,cultural_danger
Ancient City of Aleppo,https://whc.unesco.org/en/list/21,cultural_danger
Crac des Chevaliers and Qal’at Salah El-Din,https://whc.unesco.org/en/list/1229,cultural_danger
Ancient Villages of Northern Syria,https://whc.unesco.org/en/list/1348,cultural_danger
Proto-urban Site of Sarazm,https://whc.unesco.org/en/list/1141,cultural
Tajik National Park (Mountains of the Pamirs),https://whc.unesco.org/en/list/1252,natural
Silk Roads: Zarafshan-Karakum Corridor,https://whc.unesco.org/en/list/1675,cultural
Tugay forests of the Tigrovaya Balka Nature Reserve,https://whc.unesco.org/en/list/1685,natural
Cultural Heritage Sites of Ancient Khuttal,https://whc.unesco.org/en/list/1627,cultural
Historic City of Ayutthaya,https://whc.unesco.org/en/list/576,cultural
Historic Town of Sukhothai and Associated Historic Towns,https://whc.unesco.org/en/list/574,cultural
Thungyai-Huai Kha Khaeng Wildlife Sanctuaries,https://whc.unesco.org/en/list/591,natural
Ban Chiang Archaeological Site,https://whc.unesco.org/en/list/575,cultural
Dong Phayayen-Khao Yai Forest Complex,https://whc.unesco.org/en/list/590,natural
Kaeng Krachan Forest Complex,https://whc.unesco.org/en/list/1461,natural
The Ancient Town of Si Thep and its Associated Dvaravati Monuments,https://whc.unesco.org/en/list/1662,cultural
"Phu Phrabat, a testimony to the Sīma stone tradition of the Dvaravati period",https://whc.unesco.org/en/list/1507,cultural
"Koutammakou, the Land of the Batammariba",https://whc.unesco.org/en/list/1140,cultural
Amphitheatre of El Jem,https://whc.unesco.org/en/list/38,cultural
Archaeological Site of Carthage,https://whc.unesco.org/en/list/37,cultural
Medina of Tunis,https://whc.unesco.org/en/list/36,cultural
Ichkeul National Park,https://whc.unesco.org/en/list/8,natural
Punic Town of Kerkuane and its Necropolis,https://whc.unesco.org/en/list/332,cultural
Kairouan,https://whc.unesco.org/en/list/499,cultural
Medina of Sousse,https://whc.unesco.org/en/list/498,cultural
Dougga / Thugga,https://whc.unesco.org/en/list/794,cultural
Djerba: Testimony to a settlement pattern in an island territory,https://whc.unesco.org/en/list/1640,cultural
Göreme National Park and the Rock Sites of Cappadocia,https://whc.unesco.org/en/list/357,mixed
Great Mosque and Hospital of Divriği,https://whc.unesco.org/en/list/358,cultural
Historic Areas of Istanbul,https://whc.unesco.org/en/list/356,cultural
Hattusha: the Hittite Capital,https://whc.unesco.org/en/list/377,cultural
Nemrut Dağ,https://whc.unesco.org/en/list/448,cultural
Hierapolis-Pamukkale,https://whc.unesco.org/en/list/485,mixed
Xanthos-Letoon,https://whc.unesco.org/en/list/484,cultural
City of Safranbolu,https://whc.unesco.org/en/list/614,cultural
Archaeological Site of Troy,https://whc.unesco.org/en/list/849,cultural
Selimiye Mosque and its Social Complex,https://whc.unesco.org/en/list/1366,cultural
Neolithic Site of Çatalhöyük,https://whc.unesco.org/en/list/1405,cultural
Bursa and Cumalıkızık: the Birth of the Ottoman Empire,https://whc.unesco.org/en/list/1452,cultural
Pergamon and its Multi-Layered Cultural Landscape,https://whc.unesco.org/en/list/1457,cultural
Diyarbakır Fortress and Hevsel Gardens Cultural Landscape,https://whc.unesco.org/en/list/1488,cultural
Ephesus,https://whc.unesco.org/en/list/1018,cultural
Archaeological Site of Ani,https://whc.unesco.org/en/list/1518,cultural
Aphrodisias,https://whc.unesco.org/en/list/1519,cultural
Göbekli Tepe,https://whc.unesco.org/en/list/1572,cultural
Arslantepe Mound,https://whc.unesco.org/en/list/1622,cultural
Gordion,https://whc.unesco.org/en/list/1669,cultural
Wooden Hypostyle Mosques of Medieval Anatolia,https://whc.unesco.org/en/list/1694,cultural
Sardis and the Lydian Tumuli of Bin Tepe,https://whc.unesco.org/en/list/1731,cultural
State Historical and Cultural Park “Ancient Merv”,https://whc.unesco.org/en/list/886,cultural
Kunya-Urgench,https://whc.unesco.org/en/list/1199,cultural
Parthian Fortresses of Nisa,https://whc.unesco.org/en/list/1242,cultural
Cold Winter Deserts of Turan,https://whc.unesco.org/en/list/1693,natural
Silk Roads: Zarafshan-Karakum Corridor,https://whc.unesco.org/en/list/1675,cultural
Bwindi Impenetrable National Park,https://whc.unesco.org/en/list/682,natural
Rwenzori Mountains National Park,https://whc.unesco.org/en/list/684,natural
Tombs of Buganda Kings at Kasubi,https://whc.unesco.org/en/list/1022,cultural
"Kyiv: Saint-Sophia Cathedral and Related Monastic Buildings, Kyiv-Pechersk Lavra",https://whc.unesco.org/en/list/527,cultural_danger
L'viv – the Ensemble of the Historic Centre,https://whc.unesco.org/en/list/865,cultural_danger
Struve Geodetic Arc,https://whc.unesco.org/en/list/1187,cultural
Ancient and Primeval Beech Forests of the Carpathians and Other Regions of Europe,https://whc.unesco.org/en/list/1133,natural
Residence of Bukovinian and Dalmatian Metropolitans,https://whc.unesco.org/en/list/1330,cultural
Ancient City of Tauric Chersonese and its Chora,https://whc.unesco.org/en/list/1411,cultural
WoodenTserkvasof the Carpathian Region in Poland and Ukraine,https://whc.unesco.org/en/list/1424,cultural
The Historic Centre of Odesa,https://whc.unesco.org/en/list/1703,cultural_danger
"Cultural Sites of Al Ain (Hafit, Hili, Bidaa Bint Saud and Oases Areas)",https://whc.unesco.org/en/list/1343,cultural
Faya Palaeolandscape,https://whc.unesco.org/en/list/1735,cultural
Castles and Town Walls of King Edward in Gwynedd,https://whc.unesco.org/en/list/374,cultural
Durham Castle and Cathedral,https://whc.unesco.org/en/list/370,cultural
Giant's Causeway and Causeway Coast,https://whc.unesco.org/en/list/369,natural
Ironbridge Gorge,https://whc.unesco.org/en/list/371,cultural
St Kilda,https://whc.unesco.org/en/list/387,mixed
"Stonehenge, Avebury and Associated Sites",https://whc.unesco.org/en/list/373,cultural
Studley Royal Park including the Ruins of Fountains Abbey,https://whc.unesco.org/en/list/372,cultural
Blenheim Palace,https://whc.unesco.org/en/list/425,cultural
City of Bath,https://whc.unesco.org/en/list/428,cultural
Frontiers of the Roman Empire,https://whc.unesco.org/en/list/430,cultural
Palace of Westminster and Westminster Abbey including Saint Margaret’s Church,https://whc.unesco.org/en/list/426,cultural
"Canterbury Cathedral, St Augustine's Abbey, and St Martin's Church",https://whc.unesco.org/en/list/496,cultural
Henderson Island,https://whc.unesco.org/en/list/487,natural
Tower of London,https://whc.unesco.org/en/list/488,cultural
Gough and Inaccessible Islands,https://whc.unesco.org/en/list/740,natural
Old and New Towns of Edinburgh,https://whc.unesco.org/en/list/728,cultural
Maritime Greenwich,https://whc.unesco.org/en/list/795,cultural
Heart of Neolithic Orkney,https://whc.unesco.org/en/list/514,cultural
Blaenavon Industrial Landscape,https://whc.unesco.org/en/list/984,cultural
"Historic Town of St George and Related Fortifications, Bermuda",https://whc.unesco.org/en/list/983,cultural
Derwent Valley Mills,https://whc.unesco.org/en/list/1030,cultural
Dorset and East Devon Coast,https://whc.unesco.org/en/list/1029,natural
New Lanark,https://whc.unesco.org/en/list/429,cultural
Saltaire,https://whc.unesco.org/en/list/1028,cultural
"Royal Botanic Gardens, Kew",https://whc.unesco.org/en/list/1084,cultural
Liverpool – Maritime Mercantile City,https://whc.unesco.org/en/list/1150,cultural
Cornwall and West Devon Mining Landscape,https://whc.unesco.org/en/list/1215,cultural
Pontcysyllte Aqueduct and Canal,https://whc.unesco.org/en/list/1303,cultural
Moravian Church Settlements,https://whc.unesco.org/en/list/1468,cultural
The Forth Bridge,https://whc.unesco.org/en/list/1485,cultural
Gorham's Cave Complex,https://whc.unesco.org/en/list/1500,cultural
The English Lake District,https://whc.unesco.org/en/list/422,cultural
Jodrell Bank Observatory,https://whc.unesco.org/en/list/1594,cultural
The Great Spa Towns of Europe,https://whc.unesco.org/en/list/1613,cultural
The Slate Landscape of Northwest Wales,https://whc.unesco.org/en/list/1633,cultural
The Flow Country,https://whc.unesco.org/en/list/1722,natural
Ngorongoro Conservation Area,https://whc.unesco.org/en/list/39,mixed
Ruins of Kilwa Kisiwani and Ruins of Songo Mnara,https://whc.unesco.org/en/list/144,cultural
Serengeti National Park,https://whc.unesco.org/en/list/156,natural
Selous Game Reserve,https://whc.unesco.org/en/list/199,natural_danger
Kilimanjaro National Park,https://whc.unesco.org/en/list/403,natural
Stone Town of Zanzibar,https://whc.unesco.org/en/list/173,cultural
Kondoa Rock-Art Sites,https://whc.unesco.org/en/list/1183,cultural
Mesa Verde National Park,https://whc.unesco.org/en/list/27,cultural
Yellowstone National Park,https://whc.unesco.org/en/list/28,natural
Everglades National Park,https://whc.unesco.org/en/list/76,natural_danger
Grand Canyon National Park,https://whc.unesco.org/en/list/75,natural
Independence Hall,https://whc.unesco.org/en/list/78,cultural
Kluane / Wrangell-St. Elias / Glacier Bay / Tatshenshini-Alsek,https://whc.unesco.org/en/list/72,natural
Redwood National and State Parks,https://whc.unesco.org/en/list/134,natural
Mammoth Cave National Park,https://whc.unesco.org/en/list/150,natural
Olympic National Park,https://whc.unesco.org/en/list/151,natural
Cahokia Mounds State Historic Site,https://whc.unesco.org/en/list/198,cultural
Great Smoky Mountains National Park,https://whc.unesco.org/en/list/259,natural
La Fortaleza and San Juan National Historic Site in Puerto Rico,https://whc.unesco.org/en/list/266,cultural
Statue of Liberty,https://whc.unesco.org/en/list/307,cultural
Yosemite National Park,https://whc.unesco.org/en/list/308,natural
Chaco Culture,https://whc.unesco.org/en/list/353,cultural
Hawaii Volcanoes National Park,https://whc.unesco.org/en/list/409,natural
Monticello and the University of Virginia in Charlottesville,https://whc.unesco.org/en/list/442,cultural
Taos Pueblo,https://whc.unesco.org/en/list/492,cultural
Carlsbad Caverns National Park,https://whc.unesco.org/en/list/721,natural
Waterton Glacier International Peace Park,https://whc.unesco.org/en/list/354,natural
Papahānaumokuākea,https://whc.unesco.org/en/list/1326,mixed
Monumental Earthworks of Poverty Point,https://whc.unesco.org/en/list/1435,cultural
Moravian Church Settlements,https://whc.unesco.org/en/list/1468,cultural
San Antonio Missions,https://whc.unesco.org/en/list/1466,cultural
The 20th-Century Architecture of Frank Lloyd Wright,https://whc.unesco.org/en/list/1496,cultural
Hopewell Ceremonial Earthworks,https://whc.unesco.org/en/list/1689,cultural
Historic Quarter of the City of Colonia del Sacramento,https://whc.unesco.org/en/list/747,cultural
Fray Bentos Industrial Landscape,https://whc.unesco.org/en/list/1464,cultural
The work of engineer Eladio Dieste: Church of Atlántida,https://whc.unesco.org/en/list/1612,cultural
Itchan Kala,https://whc.unesco.org/en/list/543,cultural
Historic Centre of Bukhara,https://whc.unesco.org/en/list/602,cultural
Historic Centre of Shakhrisyabz,https://whc.unesco.org/en/list/885,cultural_danger
Samarkand – Crossroad of Cultures,https://whc.unesco.org/en/list/603,cultural
Western Tien-Shan,https://whc.unesco.org/en/list/1490,natural
Cold Winter Deserts of Turan,https://whc.unesco.org/en/list/1693,natural
Silk Roads: Zarafshan-Karakum Corridor,https://whc.unesco.org/en/list/1675,cultural
Chief Roi Mata’s Domain,https://whc.unesco.org/en/list/1280,cultural
Coro and its Port,https://whc.unesco.org/en/list/658,cultural_danger
Canaima National Park,https://whc.unesco.org/en/list/701,natural
Ciudad Universitaria de Caracas,https://whc.unesco.org/en/list/986,cultural
Complex of Hué Monuments,https://whc.unesco.org/en/list/678,cultural
Ha Long Bay - Cat Ba Archipelago,https://whc.unesco.org/en/list/672,natural
Hoi An Ancient Town,https://whc.unesco.org/en/list/948,cultural
My Son Sanctuary,https://whc.unesco.org/en/list/949,cultural
Phong Nha-Ke Bang National Park and Hin Nam No National Park,https://whc.unesco.org/en/list/951,natural
Central Sector of the Imperial Citadel of Thang Long - Hanoi,https://whc.unesco.org/en/list/1328,cultural
Citadel of the Ho Dynasty,https://whc.unesco.org/en/list/1358,cultural
Trang An Landscape Complex,https://whc.unesco.org/en/list/1438,mixed
"Yen Tu-Vinh Nghiem-Con Son, Kiep Bac Complex of Monuments and Landscapes",https://whc.unesco.org/en/list/1732,cultural
Old Walled City of Shibam,https://whc.unesco.org/en/list/192,cultural_danger
Old City of Sana'a,https://whc.unesco.org/en/list/385,cultural_danger
Historic Town of Zabid,https://whc.unesco.org/en/list/611,cultural_danger
Socotra Archipelago,https://whc.unesco.org/en/list/1263,natural
"Landmarks of the Ancient Kingdom of Saba, Marib",https://whc.unesco.org/en/list/1700,cultural_danger
Mosi-oa-Tunya / Victoria Falls,https://whc.unesco.org/en/list/509,natural
"Mana Pools National Park, Sapi and Chewore Safari Areas",https://whc.unesco.org/en/list/302,natural
Great Zimbabwe National Monument,https://whc.unesco.org/en/list/364,cultural
Khami Ruins National Monument,https://whc.unesco.org/en/list/365,cultural
Mosi-oa-Tunya / Victoria Falls,https://whc.unesco.org/en/list/509,natural
Matobo Hills,https://whc.unesco.org/en/list/306,cultural
